,word,content
105,간질,"갑자기 의식을 잃거나 온몸이 경련하는 발작이 수십 초 동안 계속된다. 안정되면 보통 상태로 돌아오지만 한 달 사이에 몇 번씩 발생하는 경우가 있다. [증상] 갑자기 사지가 경직되면서 경련을 일으키고 의식을 잃고 쓰러진다. 증상 정도에 따라 입에서 거품이 끓어오르거나 호흡곤란을 일으키고 대변이나 소변을 지리기도 한다. 발작은 수십 초 정도 후에 가라앉으면서 마치 아무 일도 없었던 듯한 모습을 보이지만, 간혹 발작 후에 이상한 식욕을 보이거나 물을 대량으로 들이키거나 혼수상태가 되기도 한다. 발작이 몇 차례 반복되는 경우라면 생명에 지장이 있을 수도 있으므로 서둘러 수의사에게 문의하도록 한다. [원인] 뇌의 신경세포에 변화가 일어나고 긴장상태가 되면서 발생한다. 선천적으로 뇌에 이상이 있는 경우나 뇌의 염증, 종양, 외상 등이 원인이 되는 경우도 있다. 또 과도한 정신적 스트레스 등이 뇌에 영향을 미쳐서 발병하기도 한다. [치료와 간호] 항간질제를 응용하면 발작을..."
106,미니어처 닥스훈트 [Miniature Dachshund] - '동장단족'이 차밍 포인트인 인기 견종,"[특징] 오소리사냥개였던 것을 소형화시킨 것이다. 피모의 차이에 따라 스무스(단모), 롱(장모), 와이어(짧고 성긴 털) 등 3종으로 나뉜다. 컬러의 종류도 다양하다. 크기, 피모의 종류가 다른 것끼리 교배해서는 안 된다. 사지의 뼈대가 굵다. [성격] 원래 사냥개였기 때문에 노는 것을 좋아하고 적당한 경계심이 있으며 잘 짖는다. 훈련을 시키려면 다소 끈기가 필요하다. 희로애락이 뚜렷해서 보고 있으면 질리지 않는 견종이다. [케어 방법] 동체가 길기 때문에 등뼈에 부담을 주는 운동은 금물이다. 비만도 요통의 원인이 되므로 체중관리를 확실하게 해야 한다. 귀가 늘어져 있기 때문에 귀를 잘 손질하는 것이 중요하다. 롱헤어드는 피모가 뭉치기 쉬우므로 빗질을 자주 해준다. [걸리기 쉬운 질병] • 추간판 헤르니아 • 갑상선 기능저하증 • 요로결석증 • 동맥관 개존증 • 외이염 등"
107,갑상선 기능저하증,"성장을 촉진시키거나 대사를 진행시키는 갑상선에서 분비되는 호르몬이 감소하는 질병이다. 고령의 대형견에게 많이 발병하는데, 운동을 싫어하거나 이상하게 추위를 타게 되는 등 다양한 증상이 나타난다. 반대로 이 호르몬이 증가하는 갑상선 기능항진증이라는, 식욕이 이상하게 증가하고 불안정해지는 질병이 고양이에게 있는데 개에게는 그다지 발병하지 않는다. [증상] 기운이 없어지고 꾸벅꾸벅 졸거나 추위를 타는 일이 잦아진다. 단순한 노화현상처럼도 보이기 때문에 주인이 알아차리지 못하는 경우도 많다. 피부가 거칠어지고 피모도 윤기를 잃고 탈모가 증가한다. 또 피부가 거뭇하게 두꺼워지고 상피병 같은 피부병이 발생하는 경우가 많아지는데 이렇게 되면 치료하기 어려워진다. [원인] 갑상선에서 분비되는 호르몬이 줄어들고 피부의 신진대사가 나빠진다. 갑상선이 변성을 일으키는 자기면역성 질환으로 유전적인 요소도 있는 것으로 보인다. 생활환경이나 스트레스 등에서 발생하는..."
108,동물병원에 대한 기초지식 - 좋은 병원을 선택하는 것도 주인의 몫,"개를 키운다면 단골 동물병원이 있는 것은 최소한의 조건이다. 어떤 것에 신경 써서 선택해야 할지 알아보자. [정보 수집은 최대한 많이] 좋은 동물병원의 '좋다'는 기준은 라이프스타일이나 개의 성격, 견종 등에 따라서도 다르다. 일의 특성상 늦게까지 접수를 받는 병원이 좋다, 대형견을 차로 데려가야 하니 주차장이 없으면 곤란하다 등 조건을 만족시키지 않으면 다니기 힘들기 때문이다. 그중에서도 아래에 열거한 다섯 가지 포인트는 공통적인 기준이라고 할 수 있다. 우선은 최대한 정보수집부터 한다. 인터넷으로 동물병원의 홈페이지를 열람하는 외에 '소문'을 들어보는 것도 효과적이다. 산책을 하면서 만난 다른 견주들에게서 좋은 병원에 대한 정보를 얻자. 개를 키우는 사람들끼리이므로 대체로 흔쾌히 응할 것이다. [좋은 동물병원을 선택하는 5가지 체크 포인트] ① 원내가 청결한지 진료대는 물론 대합실이나 입원설비 등 시설 전체가 청결한지를 확인하자. 한 마리를 진찰할 때마다..."
109,이런 증상이 나타나면 빨리 병원으로!,"차트 중에서 긴급을 요하는 증례를 뽑아보았다. 이런 증상이 나타날 때에는 망설이지 말고 한시라도 빨리 병원으로 데려가자. [긴급한 증상 일람표] 몇 차례 심하게 토했다! → 토한다 심한 설사나 혈변을 했다! → 설사를 한다 배가 급격하게 부어올랐다! → 배가 부어오른다 소변이 전혀 나오지 않는다! → 소변이 나오지 않는다, 보기 힘들어 한다 열이 41℃를 넘는다! → 열이 있다 피부나 점막이 노랗다! → 피부가 이상하다 눈이 앞으로 튀어 나와 있다! → 눈이 이상하다 눈이 매우 아파 보이고 보이지 않는 것 같다! → 눈이 이상하다 고개를 기울인 채 있다. 얼굴이 마비되어 있다! → 귀가 이상하다 코피가 많이 나고멈추지 않는다! → 코가 이상하다 호흡이 이상하고 입술과 혀가 보라색이나 하얗다! → 호흡을 괴로워한다 호흡이 이상하고 경련을 하거나 떨고 있다! → 호흡을 괴로워한다 기침이 심하고 호흡을 하지 못한다!"
110,중이염,대부분의 경우가 외이염이 진행되어 염증이 중이까지 번진 상태이다. [증상] 일반적인 증상은 외이염과 거의 비슷하다. 열이 나거나 심한 통증 때문에 머리를 기울인 채 있다. 안면마비 등의 신경증상이나 청각장애 등을 일으키기도 한다. [원인] 원인은 외이염과 거의 동일한데 외이의 염증이 번져서 일어난다. 중이의 고실까지 염증이 일어나 고름이 쌓이기도 한다. [치료] 병발해 있는 외이염의 치료를 겸해서 하고 항생물질이나 소독제를 투여한다. 수술을 하기도 한다.
111,걷는 모습이 이상하다,"다리를 질질 끌거나 보호하는 것은 통증이 있기 때문이다. 또 신경계에 이상이 일어나 동작이 어색해지는 경우가 있다. [증례 차트 - 걷는 모습이 이상하다] 증상 유추할 수 있는 질병 대처 • 다리를 든 채 땅에 대지 않는다. • 다리가 부어 있거나 피를 흘리고 있다. • 골절 • 관절염 • 탈구 • 전십자인대단열 긴급히 병원으로 뒷다리가 마비되었다. • 추간판 헤르니아 똑바로 걷지 못한다, 같은 곳을 빙글빙글 돈다. • 전정장애 • 내이염 • 중이염 허리를 흔들면서 걷는다, 후들거린다. • 고관절 형성부전 • 추간판 헤르니아 빨리 병원으로 다리를 질질 끈다, 감싼다. • 기운이나 식욕이 없다. • 만지면 아파한다. • 탈구 • 슬개골 탈구 • 관절염 • 뼈의 종양 • 상처 • 건강하고 식욕이 있다. • 다리 안쪽에 작은 상처가 있다. 상태를 지켜본다. • 관찰 포인트 골"
112,빈혈,"빈혈은 혈액에 담겨 있는 적혈구나 헤모글로빈이 부족한 상태를 말한다. 그중에서도 몸을 지키기 위한 면역 기능이 자신의 적혈구를 공격해서 파괴하기 때문에 일어나는 자기면역성 용혈성 빈혈이 대부분이며 증상이 갑작스럽게 나타나는 것이 특징이다. [증상] 산소를 운반하는 적혈구가 줄어 몸속의 산소가 부족하기 때문에 쉽게 피곤해지고 식욕이 사라지며 운동을 싫어하게 된다. 안구 점막이나 잇몸 색이 살짝 하얘지거나, 피부나 점막이 노랗게 되는 황달 증상이 나타나기도 한다. 소변 색이 옅어지거나 간혹 피가 섞인 듯 적갈색이 된다. [원인] 피를 대량으로 흘렸거나 적혈구가 파괴되어 적혈구의 생산이 감소되었을 때 일어난다. 적혈구가 파괴되는 용혈성 빈혈은 파 종류나 살충제, 살서제 등에 의한 중독이 원인이 되기도 한다. 그 외에도 신부전이나 간질환 등의 질병, 기생충이나 바이러스 감염 등 원인이 다양하다. [치료와 간호] 원인에 따라 치료 방법이 다르다. 컨디션에 따라서는 수액을..."
113,심근증,"심장 근육이 정상적으로 작용하지 않게 되어 발생하는 질병이다. 심근이 얇아지고 탄력이 없어지는 확장형과, 심근이 비대한 비대형이 있으며 개에게는 확장형이 대부분을 차지한다. 대형견에게 많이 보이며, 중증이 되면 돌연사가 발생하기도 하는 질병이다. [증상] 경증이라면 증상이 나타나지 않는 경우도 있지만 심기능이 약하면 배에 복수가 차서 부풀어 오르거나 맥박이 흐트러지거나 사지의 부종 등의 증상이 나타난다. 돌발적인 기침과 함께 호흡곤란에 빠지기도 하며 부정맥과 뇌의 혈류 저하 때문에 실신하거나 돌연사까지도 발생한다. [원인] 확장형과 비대형 모두 전신에 혈액을 보내는 심기능이 저하되기 때문에 온몸에 다양한 이상이 발생한다. [치료와 간호] 혈관확장제나 이뇨제 등으로 질병을 완화시키는 치료를 한다. 내복약은 장기적으로 복용해야 하는데 부작용을 걱정할 필요는 없다. 식이요법을 통해 질병의 진행을 억제시킨다. 심장의 구조"
114,노령견의 건강 관리와 케어 - 노화의 시작은 7세 전후부터,건강했던 시절과 똑같은 식사나 운동을 시키고 있지는 않은지? 고령견과 살기 위한 중요한 포인트를 확인해보자.
115,충치,"개의 입속은 사람보다 충치의 원인균이 서식하기 어려운 환경이기 때문에 개는 충치가 적은 것으로 인식되다가 현재는 입속 질병의 10% 가까이가 충치인 것으로 알려졌다. 노견이 되면 잘 발병하게 된다. 이빨이 갈색이나 검은색으로 변하고, 구멍이 뚫리기도 한다. 잇몸의 바로 위나 맞물리는 부분이 충치가 생기기 쉽고, 증상이 진행되면 통증 때문에 먹지 못하게 되거나 구취가 심해진다. [원인] 음식찌꺼기 등이 이의 표면에 부착되어 세균의 온상이 되면 치석이 된다. 치석 속의 탄수화물이 발효되면 유기산이 만들어져 이빨을 침범하여 짓물러지면 충치가 된다. 충치는 표면의 애나멜질에서 심부로 진행되고 결국 치수까지 침범한다. [치료와 예방] 이빨의 애나멜질과 상아질을 제거하고 충진해서 수복한다. 진행되면 발치한다. 평소 치구나 치석이 붙지 않도록 칫솔질을 해서 이빨을 닦아주거나 양치용품을 급여하여 입속의 위생을 보호하자."
116,음식물 알레르기,"다양한 음식물로 인해 알레르기가 발생한다. 지금까지는 아무렇지 않게 먹었던 것들이 어느 날 갑자기 원인이 되는 경우도 있는데, 그 후에는 같은 것을 먹으면 발병하게 된다. [증상] 먹은 지 얼마 지나지 않아 증상이 나타난다. 심해지면 온몸에 피부염이 번지는 경우도 있지만 일반적으로는 눈이나 입 주변을 가려워하는 경우가 많고, 열이 나거나 설사나 구토를 동반하는 경우도 있다. [원인] 우유나 육류, 곡물, 과일 등의 예가 많이 보이듯 특정 음식물이 원인이 될 수 있다. 2세 전후의 개에게 많이 발병되는 듯하다. [치료와 예방] 혈액검사로 알레르기 원인(알레르겐)을 특정할 수 있다. 2~10주에 걸쳐서 원인으로 생각되는 음식물을 제거하면서 증상을 살펴보고 원인을 특정하는 방법도 있다. 약으로는 별로 효과가 나타나지 않기 때문에 원인이 되는 음식을 찾아내어 급여하지 않는 것이 가장 좋은 방법이다."
117,요붕증,"소변의 과다배출을 막는 호르몬에 이상이 생기거나 신장에 문제가 있기 때문에 물을 많이 먹고 소변을 많이 보는 다음다뇨가 되는 질병이다. [증상] 다음다뇨 외에 이렇다 할 증상은 없다. 1일 소변양은 체중 1kg당 60mL 이하가 평균인데 요붕증에 걸리면 100mL 이상의 소변을 보고, 많으면 300mL까지도 배출한다. 밤중에도 몇 번씩 배뇨를 하기 때문에 주인이 수면부족에 빠지기도 한다. 수분을 극단적으로 제한하면 단시간에 탈수증상을 일으킨다. [원인] 뇌하수체에서 분비되는 항이뇨호르몬에 이상이 있거나 혹은 신장의 기능에 이상이 있기 때문에 소변 유출을 컨트롤할 수 없어 발생한다. [치료와 간호] 약물로 치료할 수 있다. 치료를 계속하면 탈수증상을 일으키지 않도록 음수량을 조절해야 한다."
118,수컷의 경우,생식기의 구조(수컷)
119,방광염,"비뇨기계 중에서도 잘 걸리는 질병으로, 방광에 세균이 감염되어 염증이 일어나는 상태이다. 수컷보다 암컷의 요도가 더 짧아서 세균이 침입하기 쉽기 때문에 감염되는 경우가 많이 보인다. [증상] 다음, 다뇨의 증상이 보인다. 소변 보는 포즈를 자주 취하지만 나오지 않는 경우도 있다. 소변은 탁하거나 색이 진하며, 정상일 때에 비해 냄새가 강하게 나기도 한다. 발열하는 경우도 있고, 식욕이 떨어지고 기운이 없어지기도 한다. [원인] 대장균, 포도구균 등의 세균이 요도로 침입해 방광에 감염되어 염증을 일으킨다. 대부분의 경우에 만성화되고 염증이 번져 요로를 거슬러 올라가 신우신염을 일으키기도 한다. 간혹 추위나 스트레스도 원인이 되는 경우가 있다. [치료와 간호] 항생물질이나 항균제 등을 장기 투여한다. 만성화되거나 재발하기 쉬운 질병이므로 한 번이라도 방광염에 걸렸던 적이 있다면 평소 주의를 기울이도록 한다. 식사에 신경을 쓰고 저항력이 떨어지지 않도록 건강 관리가..."
120,포도막염,"홍채, 모양체, 맥락막 등의 포도막은 혈관이 많고 염증이 일어나기 쉬운 곳이다. 심해지면 실명할 우려도 있다. [증상] 눈을 아파하고 눈곱이나 눈물이 많아지고 눈꺼풀이 경련하기도 한다. 증상이 심해지면 안저출혈이나 망막박리가 일어나고, 시력에 장애가 생기기도 한다. [원인] 외상이나 주위의 염증 등의 원인이 있는데 대부분은 원인이 확실하지 않다. 아키타견에게는 원전병이라는 유전병이 있는데 포도막염이나 백내장을 일으킨다. [치료] 원인을 알고 있다면 그에 따른 치료를 하면 되고, 원인을 알 수 없는 대부분의 경우에는 증상에 따라 소염제나 항생물질, 산동약 등으로 증상을 완화시키는 치료를 한다."
121,생식기 질환,수컷과 암컷의 생식기는 구조도 기능도 크게 다르다. 일반적으로는 새끼를 낳는 암컷 쪽이 생식기 질병에 더 잘 걸리는 것으로 알려져 있다.
122,내분비 질환,"하수체, 부신, 갑상선 등의 내분비 기관은 호르몬을 분비하여 몸의 기능을 컨트롤한다. 호르몬의 분비량이 너무 많거나 적으면 몸에 이상이 생긴다."
123,"심실, 심방 중격 결손증","심장 좌우의 심실, 또는 심방 사이의 벽에 선천적으로 구멍이 뚫려 그 사이로 혈액이 역류하면서 발생하는 질병이다. 구멍이 작으면 증상이 나타나지 않는 경우도 있지만, 중증이라면 다양한 장애가 나타난다. [증상] 정도가 가벼우면 정상적인 개와 별 차이 없이 무증상으로 성장하지만 심실에 구멍이 뚫려 있는 경우에는 금방 피곤해지고 기침, 호흡곤란, 구토 등의 증상이 나타나며 몸이 자라지 않기도 한다. 심방의 경우에는 심장사상충에 감염되었다면 주의해야 한다. [원인] 여분의 혈액이 우심실, 좌심방으로 흘러들어가 심장에 부담을 주기 때문이다. [치료와 간호] 무증상인 경우에는 특별히 치료할 필요가 없지만, 중증인 경우에는 증상에 따른 치료를 하면 되는데 간혹 꼭 수술을 해야 하는 경우도 있다. 심실 중격 결손증"
124,"프렌치 불도그 [French Bulldog] - 네모난 두상과 박쥐 귀, 온화하고 쿨한 인기 견종","[특징] 영국의 소형 불독에 퍼그나 테리어를 교배한 것으로 보고 있다. 짧은 코와 쫑긋 선 귀, 단단한 골격이 특징이다. [성격] 원래 투견이었는데 소형화 과정에서 성격도 온순하게 개량되었다. 허리와 다리가 강하기 때문에 돌아다니기를 좋아한다. 기억력이 좋고 헛울음이 적어 키우기 쉽다. [케어 방법] 침, 눈곱, 주름 사이의 더러움 등을 부지런히 닦아내고 몸을 청결하게 유지한다. 충분한 운동과 식사관리로 비만을 예방하는 데 신경 쓴다. [걸리기 쉬운 질병] • 안검외반 • 속눈썹 이상 • 백내장 • 요로결석증 등"
125,홍역(디스템퍼),"최근에는 백신의 보급으로 유행의 불씨는 꺼졌지만 일단 감염되면 사망률이 높은 치명적인 질병이다. 바이러스가 뇌까지 침투해서 경련이나 혼수상태 등의 신경증상을 일으키기도 한다. 자견이 걸리는 질병이라고 생각하는 경향이 있는데 면역이 없는 성견이나 노견도 간혹 감염된다. [증상] 감염된 지 4~7일 후에 발병해서 식욕이나 기운이 없어진다. 그 후 설사 등을 하기도 하는데, 일단 열이 내려가고 언뜻 치유된 것처럼 보이기 때문에 초기증상을 놓치기 쉽다. 하지만 다시 열이 나기 시작하고 기침이나 끈적거리는 눈곱에 콧물, 설사, 구토 등의 증상이 나타난다. 경우에 따라서는 바이러스가 뇌까지 퍼져 안면이나 신체 일부를 움찔거리며 경련하는 틱 증상이나 전신의 근육이 수축하고 다리를 뻗거나 의식을 잃는 간질발작 같은 신경증상이 나타나기도 한다. 하드패트라 불리는 다리 안쪽의 육구가 각질화되어 돌처럼 딱딱해지는 특징적인 증상이 나타나기도 하고, 회복 후에도 후유증이 남거나..."
126,요크셔테리어 [Yorkshire Terrier] - 실크 같은 피모의 아름다움 때문에 '움직이는 보석'이라는 찬사를 받는다,[특징] 영국 요크셔 지방에서 쥐를 구제하기 위해서 사육하던 개를 소형화시킨 것이다. 도그쇼에서는 길게 자란 아름다운 피모를 중요하게 여긴다. [성격] 감각이 예민하고 에너지가 넘친다. 테리어 특유의 격렬한 기질과 고집스러운 성격 때문에 주인 외에는 길들이기 어려운 경우도 있다. '눈으로 말한다'라고 표현할 정도로 표정이 풍부하다. [케어 방법] 피모가 매우 아름답지만 손질하기가 어렵다. 가정에서 기르는 경우라면 짧게 잘라준다. 스트레스가 쌓이기 쉬우므로 짧은 시간이라도 매일 산책 시키는 것이 좋다. [걸리기 쉬운 질병] • 동맥관 개존증 • 수두증 • 슬개골 탈구 • 레그 페르테스병 • 요로결석증 등
127,신우신염,"신장에서 만들어진 소변이 모이는 장소가 신우이며, 이 신우에 염증을 일으키는 것이 신우신염이다. 만성 신우신염인 경우 증상이 크게 나타나지 않고, 서서히 만성 신부전으로 전이된다. [증상] 급성인 경우와 만성인 경우가 있다. 급성인 경우에는 발열을 하거나 구토, 식욕부진 등과 같은 증상이 나타나고 방광염과 비슷한 증상을 보인다. 만성인 경우에는 물을 많이 마시고 소변양이 증가하는(다음, 다뇨) 외에 아무런 증상이 없기 때문에 염증이 번져 신부전이 될 때까지 알아차리지 못하는 경우도 적지 않다. [원인] 소변은 신우, 요관, 방광, 요도 순으로 흐르는데, 신우보다 아래쪽에 감염 세균이 올라와서 일어난다. [치료] 완치될 때까지 항생물질을 충분한 기간 동안 투여한다. 신부전으로 진행되고 있는 경우에는 그에 맞는 치료를 한다."
128,질탈,"질벽 전체가 외부로 나오는 질환이다. 난산이나 분만 시의 진통이 심해서 일어난다. 발견이 늦으면 탈출한 부분이 괴사를 일으키기도 한다. [증상] 질이 밖으로 나온다. 자연적으로 돌아가는 경우는 없다. 탈출이 심하면 배뇨가 곤란해지기도 한다. [원인] 분만 시의 과도한 진통이나 교배시의 충격, 변비로 인한 복압 등도 원인이 된다. [치료] 환부를 소독·세정한 후에 윤활제를 사용해 몸속으로 밀어 넣는다. 탈출을 반복할 때에는 복강 안에 꿰매기도 한다. 탈출한 조직이 괴사를 일으키기도 하는데 이 경우에는 절개해야 한다."
129,이혈종,이개의 피부와 연골 사이에 혈액이나 액체가 쌓여 부어오르는 상태이다. [증상] 대부분의 경우 이개의 안쪽이 부어오르고 열과 통증을 동반한다. 고인 액체가 적은 경우에는 흡수되지만 환부가 클 때에는 귀의 연골이 위축되고 이개가 목이버섯 모양으로 변형되는 경우가 있다. [원인] 외이염의 가려움 때문에 귀를 긁거나 머리를 세게 흔들거나 할 때 혈관이 터지면서 혈액이나 액체가 쌓여서 일어난다. 상처나 알레르기가 원인이 되어 발병하기도 한다. [치료와 예방] 귀를 절개하는 등 고인 피나 액체를 빼낸다. 재발할 때에는 절개 후 특수한 봉합법으로 근치를 도모한다. 외이염이 원인이 되어 일어난 경우에는 이것을 치료하면서 귀를 청결하게 유지한다.
130,미니어처 핀셔 [Miniature Pinscher] - 똑똑하면서도 활동적이고 프라이드가 꽤 높은 편,"[특징] 독일이나 북유럽에서 작은 해수 구제에 이용하던 중형 견종을 소형으로 개량한 것이다. 새끼사슴을 연상시키는 가냘픈 몸, 독특한 귀, 반짝거리는 눈이 특징이다. 동작은 민첩하다. [성격] 반려견 중에서는 기질이 거칠고 공격적이다. 큰 상대에게도 과감하게 맞서고, 갑자기 달려들기도 한다. 주인에게는 극히 충성스럽다. 깨끗한 것을 좋아한다. [케어 방법] 주인에게만 복종하고 다른 사람에게는 짖거나 무는 경우가 있으므로 훈련을 철저하게 해야 한다. 사람에게 친숙해지는 훈련을. 피모는 짧게 손질하면 편리하다. 운동은 많이 시킨다. [걸리기 쉬운 질병] • 탈구 • 레그 페르테스병 • 백내장 • 당뇨병 등"
131,골든 리트리버 [Golden Retriever] - 커다란 체구에 어울리지 않게 다정하고 사람을 좋아하는 붙임성 있는 개,[특징] 원래 총에 맞아 떨어진 사냥감을 물속에서 회수(리트리브)하기 위해 일하던 개. 그 때문에 근육이 잘 발달되어 있고 단단하다. 피모가 밀집되어 있고 발수성이 있다. [성격] 충성심이 강해서 반려견으로 최적. 사람을 좋아하고 호기심이 강하므로 훈련 중에 산만해지는 경향도 있다. 학습능력이 높기 때문에 잘 훈련시키면 기르기가 편하다. [케어 방법] 운동을 하지 못하면 스트레스가 쌓여 문제 행동을 일으키기 쉬우므로 충분히 운동시킨다. 조밀한 피모에 통풍을 위해 빗질은 매일 꼼꼼하게. [걸리기 쉬운 질병] • 고관절 형성부전 • 심근증 • 아토피성 피부염 • 갑상선 기능저하증 • 백내장
132,만성 신부전,"급성 신부전과 마찬가지로 신장의 기능을 75% 이상 상실한 상태이다. 급성인 경우에는 신장이 부어 있는 경우가 많은 데 반해, 만성인 경우에는 수축되어 딱딱해져 있는 경우(신경화증)가 많고, 나이를 먹은 개일수록 발생률이 높아지고 안타깝게도 기능회복은 기대할 수 없다. [증상] 수년에 걸쳐 질병이 진행되어 확실한 증상이 나타날 때까지 시간이 걸린다. 색이 옅은 소변을 다량으로 보게 되고(다뇨), 수분을 보충하기 위해서 다량의 물을 마시게(다음) 된다. 차츰 식욕이 저하되고 모질이 나빠지며 마르기 시작한다. 이따금 구토를 하거나 빈혈을 일으키기도 한다. 나른해 보이고 기운이 없으며 말기에는 경련이나 혼수상태 등의 증상이 엿보이기도 한다. [원인] 원인은 혈액을 여과시키는 사구체의 염증, 선천적인 염증 등 다양하다. 급성 신부전이 이행하는 경우도 있다. [치료와 간호] 일단 나빠진 신장의 기능은 다시 회복되지 않고 계속 악화되기 때문에 치료는 최대한 증상을 완화시키는 것이 목"
133,레그 페르테스병,"대퇴골의 끝부분으로 가는 혈액의 공급이 부족하거나 멈춰서 골두부가 변형되거나 괴사되는 질환이다. 생후 1년 이하의 소형견에게 발병하고 갑자기 통증이 엄습해 다리를 절거나 다리를 들고 걷게 된다. [증상] 발병한 다리와 둔부의 근육이 위축되어 방치하면 다리를 질질 끌게 되고, 다리를 들고 걷는 등의 파행이 계속 남는다. 대부분 한쪽 다리에만 나타나는데, 드물지만 좌우 양쪽 다리에 발병하는 경우도 있다. [원인] 유전적 요소가 큰 질환으로, 대퇴골 선단으로 가는 혈류장애가 원인이며, 혈류장애가 발생하는 이유에 대해서는 알려지지 않았다. [치료] 증상이 가벼우면 장기간 운동을 철저하게 제한하고 통증을 완화시키는 약 처방으로 개선되는 경우도 있지만 진행성 질환이기 때문에 대부분은 대퇴골 선단을 절개하거나 인공 골두를 달아주는 수술을 한다."
134,대장염,"장의 점막에 염증이 생겨서 설사나 구토를 한다. 급성과 만성적으로 일어나는 경우가 있다. [증상] 수분을 흡수하는 대장에 염증이 번지기 때문에 장성 설사는 수분이 많아지고 선혈이나 점액이 섞인다. 탈수증상을 일으키기도 한다. [원인] 바이러스나 세균, 기생충 감염, 식사, 약물, 스트레스 등 다양한 원인으로 인해 장에 염증이 발생한다. [치료와 예방] 반나절에서 하루 정도 절식을 시켜 장을 쉬게 한다. 탈수증상이 심할 때에는 수액을 맞히거나 장 점막을 보호할 수 있도록 지사제를 투여한다. 원인이 되는 바이러스 감염증은 백신 접종으로 예방할 수 있다. 효과적으로 기생충을 예방하기 위해서는 정기적으로 분변검사를 해야 한다."
135,만성 위염,"위 점막이 만성적으로 염증을 일으키는 상태이다. 원인은 다양하지만 위가 반복적인 자극을 받아서 일어난다. 급성 위염이 잘 낫지 않아 만성화되는 경우도 있다. [증상] 매일이라고는 할 수 없지만 몇 주에 걸쳐 이따금 토하거나 식욕이 부진해서 마르는 것이 일반적인 증상이다. 구토는 식사와 상관없이 일어나고, 위점막이 짓무르거나 하면 피를 토하거나 변이 타르처럼 검은 경우도 있다. [원인] 원인을 정확히 특정할 수 없는 것이 많다. 음식물 알레르기나 유독물질, 병원체 등에 의해 위가 만성적으로 자극을 받아서 일어나는 것으로 보인다. [치료와 간호] 원인이 확실하다면 그것부터 치료를 하고, 원인이 확실하지 않을 때에는 증상을 완화시키기 위해서 점막을 보호하는 약이나 구토를 멈추게 하는 약, 항생물질 등을 투여하고 식사요법을 병행하는 것이 일반적이다. 가정에서는 소화가 잘되는 식사를 조금씩 여러 차례에 나눠서 급여한다."
